id,brand,categories,dateAdded,dateUpdated,name,currency,amount,date,isSale,merchant,shipping,condition
AV000tWuGV-KLJ3ac2-b,Amazon,Amazon Devices,2017-07-12T03:23:38Z,2017-07-25T02:04:06Z,Echo Show - Black,USD,229.99,2017-07-21T23:11:11.925Z,false,Amazon.com,FREE Shipping.,
AV00l7jV-jtxr-f30lnX,Amazon,Amazon Devices,2017-07-12T02:19:04Z,2017-08-13T08:29:10Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Saddle Tan Leather,USD,19.99,2017-07-26T00:00:12.394Z,false,Amazon.com,FREE Shipping on orders over USD 25.00,
AV00lzP7GV-KLJ3ac0uk,Amazon,Amazon Devices,2017-07-12T02:18:30Z,2017-08-13T08:28:52Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Indigo Fabric,USD,14.99,2017-07-25T23:52:21.319Z,false,Amazon.com,FREE Shipping on orders over USD 25.00,
AV00lzP7GV-KLJ3ac0uk,Amazon,Amazon Devices,2017-07-12T02:18:30Z,2017-08-13T08:28:52Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Indigo Fabric,USD,9.99,2017-07-25T23:52:21.319Z,true,Amazon.com,FREE Shipping on orders over USD 25.00,
AV00lzd5GV-KLJ3ac0ul,Amazon,Amazon Devices,2017-07-12T02:18:31Z,2017-07-18T23:46:14Z,All-New Amazon Fire TV Game Controller,USD,49.99,2017-06-30T15:54:25.350Z,false,easy-to-open packaging,FREE Shipping.,
AV1Nik13-jtxr-f31AFO,Amazon,Amazon Devices,2017-07-16T22:34:55Z,2017-07-18T23:52:58Z,Kindle E-reader - Black,USD,79.99,2017-07-15T18:10:23.289Z,false,Amazon.com,FREE Shipping.,
AV1T0-J7vKc47QAVgf2T,Amazon,Amazon Devices,2017-07-18T03:53:01Z,2017-08-13T08:28:54Z,Amazon Tap Sling Cover - White,USD,19.99,2017-07-25T23:54:32.962Z,false,Amazon.com,FREE Shipping on orders over USD 25.00,
AV1T09XZ-jtxr-f31CoT,Amazon,Amazon Devices,2017-07-18T03:52:58Z,2017-08-13T08:29:03Z,Amazon Tap Sling Cover - Blue,USD,19.99,2017-07-25T23:54:59.098Z,false,Amazon.com,FREE Shipping on orders over USD 25.00,
AV1T09fyvKc47QAVgf2R,Amazon,Amazon Devices,2017-07-18T03:52:58Z,2017-08-13T08:28:47Z,Amazon Fire TV Game Controller,USD,49.99,2017-07-25T23:50:11.068Z,false,easy-to-open packaging,FREE Shipping.,
AV1T0_7M-jtxr-f31CoX,Amazon,Amazon Devices,2017-07-18T03:53:08Z,2017-08-13T08:28:51Z,Amazon Tap Sling Cover - Tangerine,USD,19.99,2017-07-25T23:50:46.092Z,false,Amazon.com,FREE Shipping on orders over USD 25.00,
AV1T0_ti-jtxr-f31CoV,Amazon,Amazon Devices,2017-07-18T03:53:07Z,2017-08-13T08:29:02Z,Amazon Tap Sling Cover - Magenta,USD,19.99,2017-07-25T23:54:34.631Z,false,Amazon.com,FREE Shipping on orders over USD 25.00,
AV1T0_tnvKc47QAVgf2V,Amazon,Amazon Devices,2017-07-18T03:53:07Z,2017-08-13T08:29:04Z,Amazon Tap Sling Cover - Green,USD,19.99,2017-07-25T23:55:00.664Z,false,Amazon.com,FREE Shipping on orders over USD 25.00,
AV1T19jBvKc47QAVgf3S,Amazon,Amazon Devices,2017-07-18T03:57:20Z,2017-07-18T23:52:58Z,Kindle Paperwhite E-reader - Black,USD,19.99,2017-07-15T18:10:18.972Z,false,Amazon.com,FREE Shipping.,
AV1T19jOglJLPUi8H8Y9,Amazon,Amazon Devices,2017-07-18T03:57:20Z,2017-07-18T23:52:58Z,Certified Refurbished Kindle Paperwhite E-reader - Black,USD,109.99,2017-07-15T18:10:22.857Z,false,Amazon.com,FREE Shipping.,
AV1T19jOglJLPUi8H8Y9,Amazon,Amazon Devices,2017-07-18T03:57:20Z,2017-07-18T23:52:58Z,Certified Refurbished Kindle Paperwhite E-reader - Black,USD,89.99,2017-07-15T18:10:22.857Z,true,Amazon.com,FREE Shipping.,
AV1T19k3GV-KLJ3adSMS,Amazon,Amazon Devices,2017-07-18T03:57:21Z,2017-07-18T23:52:58Z,Certified Refurbished Kindle E-reader - Black,USD,74.99,2017-07-15T18:10:24.127Z,false,Amazon.com,FREE Shipping.,
AV1T19k3GV-KLJ3adSMS,Amazon,Amazon Devices,2017-07-18T03:57:21Z,2017-07-18T23:52:58Z,Certified Refurbished Kindle E-reader - Black,USD,59.99,2017-07-15T18:10:24.127Z,true,Amazon.com,FREE Shipping.,
AV1T19kvglJLPUi8H8Y-,Amazon,Amazon Devices,2017-07-18T03:57:21Z,2017-07-18T23:52:58Z,Kindle Oasis E-reader with Leather Charging Cover - Walnut,USD,19.99,2017-07-15T18:10:24.006Z,false,,,
AV1T19lYglJLPUi8H8Y_,Amazon,Amazon Devices,2017-07-18T03:57:21Z,2017-07-18T23:52:58Z,Kindle Voyage E-reader,USD,19.99,2017-07-15T18:10:24.217Z,false,Amazon.com,FREE Shipping.,
AV1T19mDGV-KLJ3adSMT,Amazon,Amazon Devices,2017-07-18T03:57:21Z,2017-07-18T23:52:58Z,Kindle Oasis with Leather Charging Cover - Black,USD,309.99,2017-07-15T18:10:25.210Z,false,Amazon.com,FREE Shipping.,
AV1T1nJ_GV-KLJ3adSMC,Amazon,Amazon Devices,2017-07-18T03:55:49Z,2017-07-18T23:52:39Z,Certified Refurbished Echo Dot (2nd Generation) - Black,USD,44.99,2017-07-15T17:23:48.997Z,false,Amazon.com,FREE Shipping.,
AV1T1nQ_vKc47QAVgf3G,Amazon,"Electronics,Amazon Devices",2017-07-18T03:55:49Z,2017-07-25T17:42:46Z,All-New Fire HD 8 Kids Edition Tablet,USD,129.99,2017-07-25T04:34:31.384Z,false,Amazon.com,FREE Shipping.,
AV1T1nR5-jtxr-f31CpL,Amazon,Amazon Devices,2017-07-18T03:55:49Z,2017-07-18T23:52:40Z,Certified Refurbished Fire HD 10 Tablet,USD,199.99,2017-07-15T17:36:14.851Z,false,Amazon.com,FREE Shipping.,
AV1T1nRJ-jtxr-f31CpK,Amazon,"Electronics,Amazon Devices",2017-07-18T03:55:49Z,2017-07-25T17:42:44Z,All-New Fire HD 8 Tablet with Alexa,USD,79.99,2017-07-25T04:34:19.911Z,false,Amazon.com,FREE Shipping.,
AV1T1nRJ-jtxr-f31CpK,Amazon,"Electronics,Amazon Devices",2017-07-18T03:55:49Z,2017-07-25T17:42:44Z,All-New Fire HD 8 Tablet with Alexa,USD,109.99,2017-07-24T22:45:26.894Z,false,Amazon.com,FREE Shipping.,
AV1T1nRPvKc47QAVgf3H,Amazon,"Electronics,Amazon Devices",2017-07-18T03:55:49Z,2017-07-25T17:42:44Z,All-New Fire 7 Kids Edition Tablet,USD,99.99,2017-07-25T04:34:23.192Z,false,Amazon.com,FREE Shipping.,
AV1T1nRwvKc47QAVgf3I,Amazon,"Electronics,Amazon Devices",2017-07-18T03:55:49Z,2017-07-25T17:42:56Z,Fire HD 8 Tablet with Alexa,USD,19.99,2017-07-25T04:44:35.824Z,false,,,
AV1T1nWFGV-KLJ3adSMD,Amazon,"Electronics,Amazon Devices",2017-07-18T03:55:49Z,2017-07-25T17:43:00Z,Fire HD 8 Tablet,USD,149.99,2017-07-25T04:51:53.176Z,false,Amazon.com,FREE Shipping.,
AV1T1nWrglJLPUi8H8Yz,Amazon,Amazon Devices,2017-07-18T03:55:50Z,2017-08-10T20:14:43Z,Fire HD 7 Tablet,USD,44.99,2017-07-25T22:54:21.561Z,false,,,
AV1T1naH-jtxr-f31CpM,Amazon,"Electronics,Amazon Devices",2017-07-18T03:55:50Z,2017-07-25T17:42:56Z,All-New Fire 7 Tablet with Alexa,USD,49.99,2017-07-25T04:44:40.558Z,false,Amazon.com,FREE Shipping.,
AV1T1naH-jtxr-f31CpM,Amazon,"Electronics,Amazon Devices",2017-07-18T03:55:50Z,2017-07-25T17:42:56Z,All-New Fire 7 Tablet with Alexa,USD,69.99,2017-07-15T17:37:09.284Z,false,Amazon.com,FREE Shipping.,
AV1T1u7jvKc47QAVgf3J,Amazon,Amazon Devices,2017-07-18T03:56:21Z,2017-08-11T03:14:37Z,Fire HDX 8.9 Tablet,USD,9.99,2017-07-27T17:42:50.178Z,false,,,
AV1T1u7jvKc47QAVgf3J,Amazon,Amazon Devices,2017-07-18T03:56:21Z,2017-08-11T03:14:37Z,Fire HDX 8.9 Tablet,USD,54.99,2017-07-15T17:41:17.149Z,false,,,
AV29VS9cvKc47QAVp03c,Amazon,Amazon Devices,2017-08-07T15:34:22Z,2017-08-10T20:25:53Z,Fire HD 10 Tablet with Alexa,USD,45.99,2017-07-26T06:43:46.030Z,false,,,
AV29ePzlGV-KLJ3amjUT,Amazon,Amazon Devices,2017-08-07T16:13:29Z,2017-08-11T03:11:21Z,Kindle Paperwhite E-reader - Black,USD,209.99,2017-07-27T11:59:45.813Z,false,Amazon.com,FREE Shipping.,
AV2Mus6LGV-KLJ3alnyc,Amazon,Amazon Devices,2017-07-29T05:03:59Z,2017-08-07T15:06:25Z,Fire HD 10 Tablet with Alexa,USD,45.99,2017-07-25T00:58:53.167Z,false,,,
AV3as-VX-jtxr-f3_PPu,Amazon,Amazon Devices,2017-08-13T08:26:49Z,2017-08-13T08:28:41Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Sandstone Fabric,USD,14.99,2017-07-25T23:45:19.668Z,false,Amazon.com,FREE Shipping on orders over USD 25.00,
AV3as-VX-jtxr-f3_PPu,Amazon,Amazon Devices,2017-08-13T08:26:49Z,2017-08-13T08:28:41Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Sandstone Fabric,USD,9.99,2017-07-25T23:45:19.668Z,true,Amazon.com,FREE Shipping on orders over USD 25.00,
AV3atCk2glJLPUi8SQna,Amazon,Amazon Devices,2017-08-13T08:27:06Z,2017-08-13T08:29:09Z,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,USD,19.99,2017-07-25T23:58:36.645Z,false,Amazon.com,FREE Shipping on orders over USD 25.00,
AVpe6TZCilAPnD_xQrVy,Amazon,"Amazon Devices,Kindle Store",2015-06-01T14:11:59Z,2017-07-31T05:12:13Z,Kindle,USD,79.0,2015-05-25T18:18:49.868Z,false,,FREE Shipping.,
AVpe6TZCilAPnD_xQrVy,Amazon,"Amazon Devices,Kindle Store",2015-06-01T14:11:59Z,2017-07-31T05:12:13Z,Kindle,USD,19.99,2016-03-08T00:00:00Z,false,,,
AVpe7AsMilAPnD_xQ78G,Amazon,"Amazon Devices,mazon.co.uk",2016-03-08T20:21:53Z,2017-07-18T23:52:58Z,Kindle Paperwhite,USD,139.99,2017-07-15T18:10:23.807Z,false,Amazon.com,FREE Shipping.,
AVpe7AsMilAPnD_xQ78G,Amazon,"Amazon Devices,mazon.co.uk",2016-03-08T20:21:53Z,2017-07-18T23:52:58Z,Kindle Paperwhite,EUR,119.99,2016-01-29T00:00:00Z,false,Amazon EU Sarl,free,new
AVpe7AsMilAPnD_xQ78G,Amazon,"Amazon Devices,mazon.co.uk",2016-03-08T20:21:53Z,2017-07-18T23:52:58Z,Kindle Paperwhite,CAD,139.99,2016-01-11T00:00:00Z,false,Amazon,free,new
AVpe7AsMilAPnD_xQ78G,Amazon,"Amazon Devices,mazon.co.uk",2016-03-08T20:21:53Z,2017-07-18T23:52:58Z,Kindle Paperwhite,USD,119.99,2016-03-12T00:00:00Z,true,Amazon.com,,
AVpe7AsMilAPnD_xQ78G,Amazon,"Amazon Devices,mazon.co.uk",2016-03-08T20:21:53Z,2017-07-18T23:52:58Z,Kindle Paperwhite,EUR,119.99,2015-11-15T00:00:00Z,false,Amazon,free,new
AVpe7AsMilAPnD_xQ78G,Amazon,"Amazon Devices,mazon.co.uk",2016-03-08T20:21:53Z,2017-07-18T23:52:58Z,Kindle Paperwhite,EUR,17.99,2016-01-29T00:00:00Z,false,Amazon EU Sarl,free,new
AVpe7AsMilAPnD_xQ78G,Amazon,"Amazon Devices,mazon.co.uk",2016-03-08T20:21:53Z,2017-07-18T23:52:58Z,Kindle Paperwhite,EUR,17.99,2015-11-15T00:00:00Z,false,Amazon,free,new
AVpe7AsMilAPnD_xQ78G,Amazon,"Amazon Devices,mazon.co.uk",2016-03-08T20:21:53Z,2017-07-18T23:52:58Z,Kindle Paperwhite,CAD,139.0,2015-07-06T05:00:00Z,false,Amazon.ca,free,new
AVpe7LD5LJeJML43ybWA,Amazon,"Amazon Devices,Kindle Store,buy a kindle",2015-05-22T15:33:59Z,2017-07-18T23:52:40Z,"Kindle Fire HDX 7""",USD,64.99,2015-04-04T12:23:25.023Z,false,,,
AVpe7LD5LJeJML43ybWA,Amazon,"Amazon Devices,Kindle Store,buy a kindle",2015-05-22T15:33:59Z,2017-07-18T23:52:40Z,"Kindle Fire HDX 7""",USD,199.0,2015-04-30T04:47:14.337Z,false,,FREE Shipping.,
AVpe7LD5LJeJML43ybWA,Amazon,"Amazon Devices,Kindle Store,buy a kindle",2015-05-22T15:33:59Z,2017-07-18T23:52:40Z,"Kindle Fire HDX 7""",USD,179.0,2014-11-16T07:30:04.935Z,true,,,
AVpe7LD5LJeJML43ybWA,Amazon,"Amazon Devices,Kindle Store,buy a kindle",2015-05-22T15:33:59Z,2017-07-18T23:52:40Z,"Kindle Fire HDX 7""",USD,254.0,2015-05-25T22:24:17.598Z,false,,FREE Shipping.,
AVpe7LD5LJeJML43ybWA,Amazon,"Amazon Devices,Kindle Store,buy a kindle",2015-05-22T15:33:59Z,2017-07-18T23:52:40Z,"Kindle Fire HDX 7""",USD,214.0,2015-05-25T22:24:17.638Z,true,,FREE Shipping.,
AVpe7LD5LJeJML43ybWA,Amazon,"Amazon Devices,Kindle Store,buy a kindle",2015-05-22T15:33:59Z,2017-07-18T23:52:40Z,"Kindle Fire HDX 7""",USD,234.0,2014-11-08T20:31:48.069Z,true,,,
AVpe7LD5LJeJML43ybWA,Amazon,"Amazon Devices,Kindle Store,buy a kindle",2015-05-22T15:33:59Z,2017-07-18T23:52:40Z,"Kindle Fire HDX 7""",USD,219.0,2015-05-25T22:23:12.394Z,true,,FREE Shipping.,
AVpe7LD5LJeJML43ybWA,Amazon,"Amazon Devices,Kindle Store,buy a kindle",2015-05-22T15:33:59Z,2017-07-18T23:52:40Z,"Kindle Fire HDX 7""",USD,259.0,2014-11-06T22:32:53.093Z,true,,,
AVpe7LD5LJeJML43ybWA,Amazon,"Amazon Devices,Kindle Store,buy a kindle",2015-05-22T15:33:59Z,2017-07-18T23:52:40Z,"Kindle Fire HDX 7""",USD,279.0,2015-05-25T22:23:11.955Z,false,,FREE Shipping.,
AVpe7LD5LJeJML43ybWA,Amazon,"Amazon Devices,Kindle Store,buy a kindle",2015-05-22T15:33:59Z,2017-07-18T23:52:40Z,"Kindle Fire HDX 7""",USD,214.99,2015-09-18T00:00:00Z,true,,FREE Shipping.,
AVpe7LD5LJeJML43ybWA,Amazon,"Amazon Devices,Kindle Store,buy a kindle",2015-05-22T15:33:59Z,2017-07-18T23:52:40Z,"Kindle Fire HDX 7""",USD,254.99,2015-09-18T00:00:00Z,false,,FREE Shipping.,
AVpe7LD5LJeJML43ybWA,Amazon,"Amazon Devices,Kindle Store,buy a kindle",2015-05-22T15:33:59Z,2017-07-18T23:52:40Z,"Kindle Fire HDX 7""",USD,239.99,2015-11-12T00:00:00Z,false,,,
AVpe7LD5LJeJML43ybWA,Amazon,"Amazon Devices,Kindle Store,buy a kindle",2015-05-22T15:33:59Z,2017-07-18T23:52:40Z,"Kindle Fire HDX 7""",USD,294.0,2015-05-25T22:24:20.962Z,false,,FREE Shipping.,
AVpe7LD5LJeJML43ybWA,Amazon,"Amazon Devices,Kindle Store,buy a kindle",2015-05-22T15:33:59Z,2017-07-18T23:52:40Z,"Kindle Fire HDX 7""",USD,274.0,2014-11-09T08:59:35.535Z,true,,,
AVpe7LD5LJeJML43ybWA,Amazon,"Amazon Devices,Kindle Store,buy a kindle",2015-05-22T15:33:59Z,2017-07-18T23:52:40Z,"Kindle Fire HDX 7""",USD,179.99,2016-03-12T00:00:00Z,true,,FREE Shipping.,
AVpe7LD5LJeJML43ybWA,Amazon,"Amazon Devices,Kindle Store,buy a kindle",2015-05-22T15:33:59Z,2017-07-18T23:52:40Z,"Kindle Fire HDX 7""",USD,199.99,2016-03-12T00:00:00Z,false,,FREE Shipping.,
AVpe7LD5LJeJML43ybWA,Amazon,"Amazon Devices,Kindle Store,buy a kindle",2015-05-22T15:33:59Z,2017-07-18T23:52:40Z,"Kindle Fire HDX 7""",USD,309.0,2015-12-01T19:50:06Z,false,,,
AVpe7LD5LJeJML43ybWA,Amazon,"Amazon Devices,Kindle Store,buy a kindle",2015-05-22T15:33:59Z,2017-07-18T23:52:40Z,"Kindle Fire HDX 7""",USD,239.0,2015-05-15T23:35:24.556Z,false,,FREE Shipping.,
AVpe7LD5LJeJML43ybWA,Amazon,"Amazon Devices,Kindle Store,buy a kindle",2015-05-22T15:33:59Z,2017-07-18T23:52:40Z,"Kindle Fire HDX 7""",USD,294.99,2015-11-05T00:00:00Z,false,,,
AVpf0MlqLJeJML43EQEi,Amazon,"Amazon Devices,Kindle Store",2015-06-02T08:45:09Z,2017-07-18T23:52:58Z,"Kindle Fire HD 7""",USD,59.99,2017-06-08T07:33:14.870Z,false,,,
AVpf0MlqLJeJML43EQEi,Amazon,"Amazon Devices,Kindle Store",2015-06-02T08:45:09Z,2017-07-18T23:52:58Z,"Kindle Fire HD 7""",USD,169.0,2015-05-25T22:31:38.485Z,false,,FREE Shipping.,
AVpf0MlqLJeJML43EQEi,Amazon,"Amazon Devices,Kindle Store",2015-06-02T08:45:09Z,2017-07-18T23:52:58Z,"Kindle Fire HD 7""",USD,139.0,2015-05-17T00:40:51.812Z,false,,FREE Shipping.,
AVpf0MlqLJeJML43EQEi,Amazon,"Amazon Devices,Kindle Store",2015-06-02T08:45:09Z,2017-07-18T23:52:58Z,"Kindle Fire HD 7""",USD,44.99,2016-02-07T00:00:00Z,false,,,
AVpf0MlqLJeJML43EQEi,Amazon,"Amazon Devices,Kindle Store",2015-06-02T08:45:09Z,2017-07-18T23:52:58Z,"Kindle Fire HD 7""",USD,99.99,2015-12-11T00:00:00Z,true,,FREE Shipping.,
AVpf0MlqLJeJML43EQEi,Amazon,"Amazon Devices,Kindle Store",2015-06-02T08:45:09Z,2017-07-18T23:52:58Z,"Kindle Fire HD 7""",USD,169.99,2016-03-13T00:00:00Z,false,Amazon.com,FREE Shipping.,
AVpf0MlqLJeJML43EQEi,Amazon,"Amazon Devices,Kindle Store",2015-06-02T08:45:09Z,2017-07-18T23:52:58Z,"Kindle Fire HD 7""",USD,169.99,2016-03-15T00:00:00Z,false,,FREE Shipping.,
AVpf0MlqLJeJML43EQEi,Amazon,"Amazon Devices,Kindle Store",2015-06-02T08:45:09Z,2017-07-18T23:52:58Z,"Kindle Fire HD 7""",USD,154.99,2015-11-06T00:00:00Z,false,,FREE Shipping.,
AVpf0MlqLJeJML43EQEi,Amazon,"Amazon Devices,Kindle Store",2015-06-02T08:45:09Z,2017-07-18T23:52:58Z,"Kindle Fire HD 7""",USD,154.0,2015-09-05T00:00:00Z,false,,FREE Shipping.,
AVpfAVXdLJeJML430RhN,Amazon,"Amazon Devices,Kindle Accessories",2015-05-01T21:13:00Z,2017-07-18T23:52:58Z,Kindle Paperwhite,USD,19.99,2016-02-06T00:00:00Z,false,,,
AVpfAVXdLJeJML430RhN,Amazon,"Amazon Devices,Kindle Accessories",2015-05-01T21:13:00Z,2017-07-18T23:52:58Z,Kindle Paperwhite,USD,179.99,2016-02-07T00:00:00Z,true,,FREE Shipping.,
AVpfAVXdLJeJML430RhN,Amazon,"Amazon Devices,Kindle Accessories",2015-05-01T21:13:00Z,2017-07-18T23:52:58Z,Kindle Paperwhite,USD,189.99,2016-02-07T00:00:00Z,false,,FREE Shipping.,
AVpfAVXdLJeJML430RhN,Amazon,"Amazon Devices,Kindle Accessories",2015-05-01T21:13:00Z,2017-07-18T23:52:58Z,Kindle Paperwhite,USD,119.0,2015-04-29T02:52:31.957Z,false,,FREE Shipping.,
AVpfBEWcilAPnD_xTGb7,Amazon,"Kindle Store,Amazon Devices,Electronics",2015-01-17T12:14:51Z,2015-11-01T00:05:54Z,Kindle Keyboard,USD,79.99,2016-07-20T00:00:00Z,false,,,
AVpfLiCSilAPnD_xWpk_,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",2015-05-22T18:12:20Z,2017-08-08T22:03:26Z,Amazon Fire TV,USD,99.99,2017-08-04T07:34:46.596Z,false,,,New
AVpfLiCSilAPnD_xWpk_,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",2015-05-22T18:12:20Z,2017-08-08T22:03:26Z,Amazon Fire TV,USD,119.99,2015-11-01T00:00:00Z,false,,FREE,New
AVpfLiCSilAPnD_xWpk_,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",2015-05-22T18:12:20Z,2017-08-08T22:03:26Z,Amazon Fire TV,USD,129.99,2015-10-27T00:00:00Z,false,,USD 5.99,New
AVpfLiCSilAPnD_xWpk_,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",2015-05-22T18:12:20Z,2017-08-08T22:03:26Z,Amazon Fire TV,USD,12.99,2016-03-17T00:00:00Z,false,,,
AVpfLiCSilAPnD_xWpk_,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",2015-05-22T18:12:20Z,2017-08-08T22:03:26Z,Amazon Fire TV,USD,99.0,2015-08-14T00:00:00Z,false,,FREE Shipping.,
AVpfLiCSilAPnD_xWpk_,Amazon,"Categories,Amazon Devices,Electronics Features,Streaming Media Players,Consumer Electronics,See more Amazon Fire TV Digital HD Media Streamer (Late...",2015-05-22T18:12:20Z,2017-08-08T22:03:26Z,Amazon Fire TV,USD,84.0,2014-11-09T03:30:31.016Z,true,,,
AVpfODXeilAPnD_xXeUd,Amazon,"Amazon Devices & Accessories,Amazon Device Accessories,Controllers & Remote Controls,Kindle Store,Fire TV Accessories,Controllers & Remotes,Controllers",2016-01-17T16:11:59Z,2017-08-13T08:28:46Z,Replacement Remote for Amazon Fire TV Stick,USD,14.99,2017-07-25T23:48:34.897Z,false,Amazon.com,FREE Shipping on orders over USD 25.00,
AVpff7_VilAPnD_xc1E_,Amazon,"Categories,Amazon Devices,Streaming Media Players",2016-02-03T04:11:33Z,2017-08-08T22:03:27Z,Certified Refurbished Amazon Fire TV (Previous Generation - 1st),USD,94.0,2017-08-04T07:34:48.337Z,false,,,New
AVpff7_VilAPnD_xc1E_,Amazon,"Categories,Amazon Devices,Streaming Media Players",2016-02-03T04:11:33Z,2017-08-08T22:03:27Z,Certified Refurbished Amazon Fire TV (Previous Generation - 1st),USD,94.0,2016-03-19T00:00:00Z,false,Amazon.com,FREE Shipping.,
AVpff7_VilAPnD_xc1E_,Amazon,"Categories,Amazon Devices,Streaming Media Players",2016-02-03T04:11:33Z,2017-08-08T22:03:27Z,Certified Refurbished Amazon Fire TV (Previous Generation - 1st),USD,94.0,2016-03-20T00:00:00Z,false,,FREE Shipping.,
AVpff7_VilAPnD_xc1E_,Amazon,"Categories,Amazon Devices,Streaming Media Players",2016-02-03T04:11:33Z,2017-08-08T22:03:27Z,Certified Refurbished Amazon Fire TV (Previous Generation - 1st),USD,12.99,2016-03-18T00:00:00Z,false,,,
AVpfldWhLJeJML43_7zF,Amazon,Amazon Devices,2016-02-07T20:58:00Z,2017-07-18T23:52:58Z,Certified Refurbished Kindle Voyage E-reader with Special Offers,USD,169.99,2017-07-15T18:10:24.307Z,false,Amazon.com,FREE Shipping.,
AVpfldWhLJeJML43_7zF,Amazon,Amazon Devices,2016-02-07T20:58:00Z,2017-07-18T23:52:58Z,Certified Refurbished Kindle Voyage E-reader with Special Offers,USD,152.99,2017-07-15T18:10:24.307Z,true,Amazon.com,FREE Shipping.,
AVpfldWhLJeJML43_7zF,Amazon,Amazon Devices,2016-02-07T20:58:00Z,2017-07-18T23:52:58Z,Certified Refurbished Kindle Voyage E-reader with Special Offers,USD,169.0,2016-02-06T00:00:00Z,false,,FREE Shipping.,
AVpfo9ukilAPnD_xfhuj,Amazon,"Amazon Devices & Accessories,Amazon Device Accessories,Controllers & Remote Controls,Kindle Store,Fire TV Accessories,Controllers & Remotes,Controllers",2016-04-02T14:40:43Z,2017-08-13T08:28:46Z,Alexa Voice Remote for Amazon Fire TV and Fire TV Stick,USD,29.99,2017-07-25T23:50:10.867Z,false,easy-to-open packaging,FREE Shipping.,
AVpfo9ukilAPnD_xfhuj,Amazon,"Amazon Devices & Accessories,Amazon Device Accessories,Controllers & Remote Controls,Kindle Store,Fire TV Accessories,Controllers & Remotes,Controllers",2016-04-02T14:40:43Z,2017-08-13T08:28:46Z,Alexa Voice Remote for Amazon Fire TV and Fire TV Stick,USD,29.99,2016-07-19T21:53:30Z,false,,,
AVpfo9ukilAPnD_xfhuj,Amazon,"Amazon Devices & Accessories,Amazon Device Accessories,Controllers & Remote Controls,Kindle Store,Fire TV Accessories,Controllers & Remotes,Controllers",2016-04-02T14:40:43Z,2017-08-13T08:28:46Z,Alexa Voice Remote for Amazon Fire TV and Fire TV Stick,USD,29.99,2017-01-29T00:00:00Z,false,Amazon.com,"Free Shipping for Prime Members Fast, FREE Shipping with Amazon Prime",
AVpfpK8KLJeJML43BCuD,Amazon,"Amazon Devices,Home,Smart Home & Connected Living,Smart Hubs & Wireless Routers,Smart Hubs,Home Improvement,Home Safety & Security,Alarms & Sensors,Home Security,Amazon Echo,Home, Garage & Office,Smart Home,Voice Assistants,Amazon Tap,Electronics Features,TVs & Electronics,Portable Audio & Electronics,MP3 Player Accessories,Home Theater & Audio,Speakers,Featured Brands,Electronics,Kindle Store,Frys,Electronic Components,Home Automation,Electronics, Tech Toys, Movies, Music,Audio,Bluetooth Speakers",2017-01-04T03:51:17Z,2017-08-13T08:31:07Z,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,USD,129.99,2017-07-26T07:40:17.543Z,false,Amazon.com,FREE Shipping.,
